date,tmin,tmax,station,period
1981-06-22,13.92,21.77,East_Germany,historical_1981_2010
1981-06-23,12.75,19.91,East_Germany,historical_1981_2010
1981-06-24,12.68,19.95,East_Germany,historical_1981_2010
1981-06-25,15.37,23.55,East_Germany,historical_1981_2010
1981-06-26,18.77,26.25,East_Germany,historical_1981_2010
1981-06-27,15.48,23.75,East_Germany,historical_1981_2010
1981-06-28,14.17,24.06,East_Germany,historical_1981_2010
1981-06-29,16.32,23.79,East_Germany,historical_1981_2010
1981-06-30,18.1,26.46,East_Germany,historical_1981_2010
1981-07-01,14.92,25.22,East_Germany,historical_1981_2010
1981-07-02,14.36,23.29,East_Germany,historical_1981_2010
1981-07-03,17.92,26.24,East_Germany,historical_1981_2010
1981-07-04,16.48,24.98,East_Germany,historical_1981_2010
1981-07-05,18.63,27.61,East_Germany,historical_1981_2010
1981-07-06,15.34,25.34,East_Germany,historical_1981_2010
1981-07-07,13.33,21.55,East_Germany,historical_1981_2010
1981-07-08,13.17,21.22,East_Germany,historical_1981_2010
1981-07-09,19.8,27.37,East_Germany,historical_1981_2010
1981-07-10,19.41,28.17,East_Germany,historical_1981_2010
1981-07-11,16.06,23.61,East_Germany,historical_1981_2010
1981-07-12,15.29,23.61,East_Germany,historical_1981_2010
1981-07-13,19.38,27.34,East_Germany,historical_1981_2010
1981-07-14,13.23,22.78,East_Germany,historical_1981_2010
1981-07-15,14.34,22.63,East_Germany,historical_1981_2010
1981-07-16,17.23,26.25,East_Germany,historical_1981_2010
1981-07-17,15.88,23.3,East_Germany,historical_1981_2010
1981-07-18,16.03,24.83,East_Germany,historical_1981_2010
1981-07-19,16.25,23.98,East_Germany,historical_1981_2010
1981-07-20,17.0,25.36,East_Germany,historical_1981_2010
1981-07-21,18.21,28.67,East_Germany,historical_1981_2010
1981-07-22,15.96,25.4,East_Germany,historical_1981_2010
1981-07-23,17.55,26.15,East_Germany,historical_1981_2010
1981-07-24,10.57,21.82,East_Germany,historical_1981_2010
1981-07-25,16.42,24.37,East_Germany,historical_1981_2010
1981-07-26,13.91,23.53,East_Germany,historical_1981_2010
1981-07-27,14.2,21.65,East_Germany,historical_1981_2010
1981-07-28,14.39,22.87,East_Germany,historical_1981_2010
1981-07-29,15.96,23.55,East_Germany,historical_1981_2010
1981-07-30,17.93,26.8,East_Germany,historical_1981_2010
1981-07-31,13.28,21.98,East_Germany,historical_1981_2010
1981-08-01,16.26,24.66,East_Germany,historical_1981_2010
1981-08-02,14.59,24.1,East_Germany,historical_1981_2010
1981-08-03,15.56,23.73,East_Germany,historical_1981_2010
1981-08-04,17.96,26.84,East_Germany,historical_1981_2010
1981-08-05,16.75,26.02,East_Germany,historical_1981_2010
1981-08-06,19.32,26.73,East_Germany,historical_1981_2010
1981-08-07,15.85,23.84,East_Germany,historical_1981_2010
1981-08-08,14.35,22.96,East_Germany,historical_1981_2010
1981-08-09,15.07,24.13,East_Germany,historical_1981_2010
1981-08-10,15.68,25.36,East_Germany,historical_1981_2010
1981-08-11,16.15,24.5,East_Germany,historical_1981_2010
1981-08-12,13.48,21.74,East_Germany,historical_1981_2010
1981-08-13,16.12,23.92,East_Germany,historical_1981_2010
1981-08-14,15.86,24.61,East_Germany,historical_1981_2010
1981-08-15,20.86,29.09,East_Germany,historical_1981_2010
1981-08-16,19.44,27.67,East_Germany,historical_1981_2010
1981-08-17,13.56,21.92,East_Germany,historical_1981_2010
1981-08-18,14.42,23.28,East_Germany,historical_1981_2010
1981-08-19,12.32,20.27,East_Germany,historical_1981_2010
1981-08-20,14.16,21.92,East_Germany,historical_1981_2010
1981-08-21,15.5,24.2,East_Germany,historical_1981_2010
1981-08-22,18.67,24.59,East_Germany,historical_1981_2010
1981-08-23,13.56,21.39,East_Germany,historical_1981_2010
1981-08-24,13.84,21.21,East_Germany,historical_1981_2010
1981-08-25,9.68,18.91,East_Germany,historical_1981_2010
1981-08-26,14.41,22.3,East_Germany,historical_1981_2010
1981-08-27,12.47,20.24,East_Germany,historical_1981_2010
1981-08-28,13.29,21.45,East_Germany,historical_1981_2010
1981-08-29,12.67,20.37,East_Germany,historical_1981_2010
1981-08-30,14.14,21.96,East_Germany,historical_1981_2010
1981-08-31,10.34,18.54,East_Germany,historical_1981_2010
1981-09-01,11.05,18.81,East_Germany,historical_1981_2010
1981-09-02,18.49,26.22,East_Germany,historical_1981_2010
1981-09-03,11.43,18.67,East_Germany,historical_1981_2010
1981-09-04,11.78,18.87,East_Germany,historical_1981_2010
1981-09-05,17.33,25.37,East_Germany,historical_1981_2010
1981-09-06,19.36,27.57,East_Germany,historical_1981_2010
1981-09-07,11.37,18.16,East_Germany,historical_1981_2010
1981-09-08,12.05,20.57,East_Germany,historical_1981_2010
1981-09-09,13.41,21.9,East_Germany,historical_1981_2010
1981-09-10,16.11,24.74,East_Germany,historical_1981_2010
1981-09-11,10.55,18.61,East_Germany,historical_1981_2010
1981-09-12,11.84,20.14,East_Germany,historical_1981_2010
1981-09-13,13.23,22.74,East_Germany,historical_1981_2010
1981-09-14,13.37,20.85,East_Germany,historical_1981_2010
1981-09-15,11.82,18.68,East_Germany,historical_1981_2010
1981-09-16,12.39,18.82,East_Germany,historical_1981_2010
1981-09-17,8.32,17.35,East_Germany,historical_1981_2010
1981-09-18,10.56,19.57,East_Germany,historical_1981_2010
1981-09-19,11.43,18.25,East_Germany,historical_1981_2010
1981-09-20,12.25,19.2,East_Germany,historical_1981_2010
1981-09-21,10.28,17.52,East_Germany,historical_1981_2010
1981-09-22,11.67,20.11,East_Germany,historical_1981_2010
1981-09-23,13.66,20.05,East_Germany,historical_1981_2010
1981-09-24,11.97,17.79,East_Germany,historical_1981_2010
1981-09-25,10.57,19.67,East_Germany,historical_1981_2010
1981-09-26,10.53,18.11,East_Germany,historical_1981_2010
1981-09-27,10.2,17.86,East_Germany,historical_1981_2010
1981-09-28,8.79,15.88,East_Germany,historical_1981_2010
1981-09-29,10.54,18.13,East_Germany,historical_1981_2010
1981-09-30,10.3,16.27,East_Germany,historical_1981_2010
1981-10-01,14.47,20.94,East_Germany,historical_1981_2010
1981-10-02,12.83,20.02,East_Germany,historical_1981_2010
1981-10-03,11.12,16.38,East_Germany,historical_1981_2010
1981-10-04,7.75,14.55,East_Germany,historical_1981_2010
1981-10-05,6.87,13.58,East_Germany,historical_1981_2010
1981-10-06,11.52,18.24,East_Germany,historical_1981_2010
1981-10-07,9.49,15.98,East_Germany,historical_1981_2010
1981-10-08,9.96,16.05,East_Germany,historical_1981_2010
1981-10-09,5.44,10.84,East_Germany,historical_1981_2010
1981-10-10,10.09,17.02,East_Germany,historical_1981_2010
1981-10-11,9.1,15.64,East_Germany,historical_1981_2010
1981-10-12,6.07,11.71,East_Germany,historical_1981_2010
1981-10-13,6.66,13.41,East_Germany,historical_1981_2010
1981-10-14,8.17,14.6,East_Germany,historical_1981_2010
1981-10-15,7.62,13.88,East_Germany,historical_1981_2010
1981-10-16,7.4,12.26,East_Germany,historical_1981_2010
1981-10-17,6.48,13.58,East_Germany,historical_1981_2010
1981-10-18,6.76,12.28,East_Germany,historical_1981_2010
1981-10-19,6.91,13.44,East_Germany,historical_1981_2010
1981-10-20,9.85,15.64,East_Germany,historical_1981_2010
1981-10-21,1.02,7.11,East_Germany,historical_1981_2010
1981-10-22,5.12,12.4,East_Germany,historical_1981_2010
1981-10-23,6.06,12.81,East_Germany,historical_1981_2010
1981-10-24,5.89,13.08,East_Germany,historical_1981_2010
1981-10-25,4.63,11.14,East_Germany,historical_1981_2010
1981-10-26,1.52,8.04,East_Germany,historical_1981_2010
1981-10-27,6.59,11.33,East_Germany,historical_1981_2010
1981-10-28,8.76,14.64,East_Germany,historical_1981_2010
1981-10-29,1.7,7.61,East_Germany,historical_1981_2010
1981-10-30,5.97,13.01,East_Germany,historical_1981_2010
1981-10-31,3.98,9.6,East_Germany,historical_1981_2010
1981-11-01,4.06,10.26,East_Germany,historical_1981_2010
1981-11-02,1.82,7.95,East_Germany,historical_1981_2010
1981-11-03,2.78,9.62,East_Germany,historical_1981_2010
1981-11-04,6.55,12.32,East_Germany,historical_1981_2010
1981-11-05,4.48,10.99,East_Germany,historical_1981_2010
1981-11-06,7.73,12.18,East_Germany,historical_1981_2010
1981-11-07,6.36,10.84,East_Germany,historical_1981_2010
1981-11-08,4.9,8.81,East_Germany,historical_1981_2010
1981-11-09,6.24,12.57,East_Germany,historical_1981_2010
1981-11-10,3.38,9.58,East_Germany,historical_1981_2010
1981-11-11,3.93,10.28,East_Germany,historical_1981_2010
1981-11-12,2.03,7.08,East_Germany,historical_1981_2010
1981-11-13,2.58,7.69,East_Germany,historical_1981_2010
1981-11-14,0.63,6.06,East_Germany,historical_1981_2010
1981-11-15,3.38,10.03,East_Germany,historical_1981_2010
1981-11-16,-1.44,5.37,East_Germany,historical_1981_2010
1981-11-17,2.87,8.93,East_Germany,historical_1981_2010
1981-11-18,0.85,6.51,East_Germany,historical_1981_2010
1981-11-19,3.15,9.58,East_Germany,historical_1981_2010
1981-11-20,2.74,7.87,East_Germany,historical_1981_2010
1981-11-21,4.88,9.87,East_Germany,historical_1981_2010
1981-11-22,2.33,7.49,East_Germany,historical_1981_2010
1981-11-23,-2.32,2.13,East_Germany,historical_1981_2010
1981-11-24,0.37,5.43,East_Germany,historical_1981_2010
1981-11-25,-1.73,2.55,East_Germany,historical_1981_2010
1981-11-26,-1.37,4.59,East_Germany,historical_1981_2010
1981-11-27,2.94,8.48,East_Germany,historical_1981_2010
1981-11-28,0.6,6.83,East_Germany,historical_1981_2010
1981-11-29,-1.13,2.62,East_Germany,historical_1981_2010
1981-11-30,-3.35,3.2,East_Germany,historical_1981_2010
1981-12-01,0.1,3.84,East_Germany,historical_1981_2010
1981-12-02,-2.82,1.2,East_Germany,historical_1981_2010
1981-12-03,-2.04,2.41,East_Germany,historical_1981_2010
1981-12-04,-0.88,5.08,East_Germany,historical_1981_2010
1981-12-05,1.18,6.26,East_Germany,historical_1981_2010
1981-12-06,0.09,4.76,East_Germany,historical_1981_2010
1981-12-07,-5.91,-1.7,East_Germany,historical_1981_2010
1981-12-08,-0.35,3.36,East_Germany,historical_1981_2010
1981-12-09,-1.97,3.73,East_Germany,historical_1981_2010
1981-12-10,-1.25,4.16,East_Germany,historical_1981_2010
1981-12-11,0.94,6.76,East_Germany,historical_1981_2010
1981-12-12,-6.53,-1.49,East_Germany,historical_1981_2010
1981-12-13,-2.8,0.7,East_Germany,historical_1981_2010
1981-12-14,-0.53,3.15,East_Germany,historical_1981_2010
1981-12-15,-5.89,-0.86,East_Germany,historical_1981_2010
1981-12-16,0.75,5.1,East_Germany,historical_1981_2010
1981-12-17,-1.6,2.57,East_Germany,historical_1981_2010
1981-12-18,-0.49,3.23,East_Germany,historical_1981_2010
1981-12-19,-4.39,0.95,East_Germany,historical_1981_2010
1981-12-20,-1.38,3.54,East_Germany,historical_1981_2010
1981-12-21,-0.96,3.98,East_Germany,historical_1981_2010
1981-12-22,-2.36,1.66,East_Germany,historical_1981_2010
1981-12-23,-2.77,1.88,East_Germany,historical_1981_2010
1981-12-24,-2.22,1.28,East_Germany,historical_1981_2010
1981-12-25,-5.13,-0.76,East_Germany,historical_1981_2010
1981-12-26,-3.29,0.21,East_Germany,historical_1981_2010
1981-12-27,-3.39,0.11,East_Germany,historical_1981_2010
1981-12-28,-2.69,1.49,East_Germany,historical_1981_2010
1981-12-29,-2.55,3.78,East_Germany,historical_1981_2010
1981-12-30,-5.54,-2.04,East_Germany,historical_1981_2010
1981-12-31,-3.65,-0.15,East_Germany,historical_1981_2010
1982-01-01,-0.89,3.67,East_Germany,historical_1981_2010
1982-01-02,-6.24,-0.45,East_Germany,historical_1981_2010
1982-01-03,-5.84,-1.31,East_Germany,historical_1981_2010
1982-01-04,-3.95,0.97,East_Germany,historical_1981_2010
1982-01-05,-2.24,1.84,East_Germany,historical_1981_2010
1982-01-06,-3.97,-0.04,East_Germany,historical_1981_2010
1982-01-07,-1.49,2.91,East_Germany,historical_1981_2010
1982-01-08,-2.24,1.57,East_Germany,historical_1981_2010
1982-01-09,-2.87,2.04,East_Germany,historical_1981_2010
1982-01-10,-2.81,0.69,East_Germany,historical_1981_2010
1982-01-11,0.11,5.14,East_Germany,historical_1981_2010
1982-01-12,-4.9,-0.56,East_Germany,historical_1981_2010
1982-01-13,-8.61,-4.48,East_Germany,historical_1981_2010
1982-01-14,-0.75,2.75,East_Germany,historical_1981_2010
1982-01-15,-5.11,-1.59,East_Germany,historical_1981_2010
1982-01-16,-4.82,0.44,East_Germany,historical_1981_2010
1982-01-17,-1.75,2.38,East_Germany,historical_1981_2010
1982-01-18,-8.08,-3.56,East_Germany,historical_1981_2010
1982-01-19,-6.89,-3.3,East_Germany,historical_1981_2010
1982-01-20,-7.98,-3.7,East_Germany,historical_1981_2010
1982-01-21,-5.9,-2.4,East_Germany,historical_1981_2010
1982-01-22,-3.75,0.63,East_Germany,historical_1981_2010
1982-01-23,-3.69,0.92,East_Germany,historical_1981_2010
1982-01-24,-4.19,0.39,East_Germany,historical_1981_2010
1982-01-25,-7.24,-3.64,East_Germany,historical_1981_2010
1982-01-26,-9.34,-5.29,East_Germany,historical_1981_2010
1982-01-27,-4.71,0.05,East_Germany,historical_1981_2010
1982-01-28,-5.51,-1.34,East_Germany,historical_1981_2010
1982-01-29,-3.5,0.61,East_Germany,historical_1981_2010
1982-01-30,-3.85,2.03,East_Germany,historical_1981_2010
1982-01-31,-3.87,-0.27,East_Germany,historical_1981_2010
1982-02-01,-3.35,1.89,East_Germany,historical_1981_2010
1982-02-02,-3.56,-0.06,East_Germany,historical_1981_2010
1982-02-03,-3.6,1.31,East_Germany,historical_1981_2010
1982-02-04,-6.18,-1.21,East_Germany,historical_1981_2010
1982-02-05,-4.55,-0.55,East_Germany,historical_1981_2010
1982-02-06,-3.46,0.04,East_Germany,historical_1981_2010
1982-02-07,-2.1,1.4,East_Germany,historical_1981_2010
1982-02-08,-4.82,-0.87,East_Germany,historical_1981_2010
1982-02-09,-3.31,1.58,East_Germany,historical_1981_2010
1982-02-10,-4.27,-0.65,East_Germany,historical_1981_2010
1982-02-11,-4.37,0.2,East_Germany,historical_1981_2010
1982-02-12,-1.78,1.72,East_Germany,historical_1981_2010
1982-02-13,-8.05,-3.71,East_Germany,historical_1981_2010
1982-02-14,-6.16,-2.53,East_Germany,historical_1981_2010
1982-02-15,-6.91,-2.41,East_Germany,historical_1981_2010
1982-02-16,-8.46,-4.28,East_Germany,historical_1981_2010
1982-02-17,-4.63,-0.99,East_Germany,historical_1981_2010
1982-02-18,-1.77,2.32,East_Germany,historical_1981_2010
1982-02-19,-3.75,0.14,East_Germany,historical_1981_2010
1982-02-20,-2.51,1.1,East_Germany,historical_1981_2010
1982-02-21,-1.51,4.04,East_Germany,historical_1981_2010
1982-02-22,-0.34,4.07,East_Germany,historical_1981_2010
1982-02-23,-2.72,0.78,East_Germany,historical_1981_2010
1982-02-24,-0.0,4.24,East_Germany,historical_1981_2010
1982-02-25,-3.17,2.33,East_Germany,historical_1981_2010
1982-02-26,-4.35,-0.17,East_Germany,historical_1981_2010
1982-02-27,-4.65,1.37,East_Germany,historical_1981_2010
1982-02-28,-5.46,-1.31,East_Germany,historical_1981_2010
1982-03-01,-4.66,0.61,East_Germany,historical_1981_2010
1982-03-02,-3.65,2.07,East_Germany,historical_1981_2010
1982-03-03,-0.87,4.41,East_Germany,historical_1981_2010
1982-03-04,1.9,5.75,East_Germany,historical_1981_2010
1982-03-05,-4.67,-0.45,East_Germany,historical_1981_2010
1982-03-06,-1.67,4.26,East_Germany,historical_1981_2010
1982-03-07,-3.77,0.61,East_Germany,historical_1981_2010
1982-03-08,-1.18,4.65,East_Germany,historical_1981_2010
1982-03-09,-1.77,2.97,East_Germany,historical_1981_2010
1982-03-10,-5.44,-0.21,East_Germany,historical_1981_2010
1982-03-11,1.1,5.13,East_Germany,historical_1981_2010
1982-03-12,-2.3,2.38,East_Germany,historical_1981_2010
1982-03-13,-1.92,2.59,East_Germany,historical_1981_2010
1982-03-14,-3.35,2.07,East_Germany,historical_1981_2010
1982-03-15,-2.28,3.05,East_Germany,historical_1981_2010
1982-03-16,-0.02,5.65,East_Germany,historical_1981_2010
1982-03-17,-0.79,4.14,East_Germany,historical_1981_2010
1982-03-18,0.61,5.23,East_Germany,historical_1981_2010
1982-03-19,0.38,5.92,East_Germany,historical_1981_2010
1982-03-20,3.03,7.63,East_Germany,historical_1981_2010
1982-03-21,-1.16,5.16,East_Germany,historical_1981_2010
1982-03-22,-2.92,2.48,East_Germany,historical_1981_2010
1982-03-23,2.66,7.93,East_Germany,historical_1981_2010
1982-03-24,-0.44,5.49,East_Germany,historical_1981_2010
1982-03-25,2.97,8.5,East_Germany,historical_1981_2010
1982-03-26,2.22,6.52,East_Germany,historical_1981_2010
1982-03-27,1.06,5.87,East_Germany,historical_1981_2010
1982-03-28,1.38,7.92,East_Germany,historical_1981_2010
1982-03-29,5.29,11.09,East_Germany,historical_1981_2010
1982-03-30,6.43,10.85,East_Germany,historical_1981_2010
1982-03-31,1.56,7.65,East_Germany,historical_1981_2010
1982-04-01,2.28,7.67,East_Germany,historical_1981_2010
1982-04-02,4.49,9.67,East_Germany,historical_1981_2010
